wall_time_s,iter,iter_ms
1763836485.265523,1,232.407303
1763836485.423488,2,101.715584
1763836485.533761,3,104.926781
1763836485.640093,4,100.678307
1763836485.756684,5,111.017632
1763836485.870277,6,108.002205
1763836485.972351,7,96.330307
1763836486.075329,8,97.319458
1763836486.185468,9,104.473793
1763836486.285169,10,93.970718
1763836486.400872,11,109.354782
1763836486.513584,12,106.872833
1763836486.626600,13,107.355843
1763836486.747859,14,115.497917
1763836486.856636,15,103.292961
1763836486.955302,16,92.982979
1763836487.068355,17,107.560608
1763836487.177420,18,103.400002
1763836487.284378,19,101.108353
1763836487.393139,20,103.128738
1763836487.493988,21,94.478882
1763836487.605604,22,105.957886
1763836487.712602,23,101.361763
1763836487.824388,24,106.172256
1763836487.941851,25,111.873505
1763836488.048205,26,100.752068
1763836488.161889,27,108.089951
1763836488.274858,28,107.283775
1763836488.383234,29,102.809151
1763836488.496861,30,108.051743
1763836488.603890,31,100.569725
1763836488.719608,32,110.013474
1763836488.836745,33,111.390015
1763836488.961718,34,119.377571
1763836489.066338,35,98.822815
1763836489.168674,36,96.660416
1763836489.269917,37,95.273628
1763836489.371994,38,96.427971
1763836489.481452,39,103.643517
1763836489.596830,40,109.709923
1763836489.702302,41,99.171875
1763836489.819675,42,111.608444
1763836489.935054,43,109.669342
1763836490.042982,44,102.289375
1763836490.145480,45,96.765472
1763836490.258155,46,106.703423
1763836490.363737,47,99.818115
1763836490.474397,48,105.056931
1763836490.584449,49,104.288063
1763836490.691376,50,101.101440
1763836490.800979,51,103.283485
1763836490.902073,52,95.185539
1763836491.009563,53,101.657631
1763836491.115564,54,100.136353
1763836491.214812,55,93.772415
1763836491.319227,56,98.544189
1763836491.437538,57,112.850594
1763836491.547840,58,104.933121
1763836491.655209,59,102.099617
1763836491.763145,60,102.367874
1763836491.872570,61,103.099007
1763836491.979043,62,100.657181
1763836492.083544,63,98.917213
1763836492.190346,64,101.188797
1763836492.307412,65,111.470306
1763836492.421922,66,108.671616
1763836492.525017,67,97.466911
1763836492.635212,68,104.528893
1763836492.749118,69,108.308929
1763836492.848956,70,94.219872
1763836492.964519,71,109.078110
1763836493.074294,72,103.945953
1763836493.186395,73,106.443390
1763836493.295070,74,102.894211
1763836493.407602,75,106.768028
1763836493.528686,76,115.492516
1763836493.632601,77,98.276001
1763836493.734879,78,96.639679
1763836493.838522,79,98.078339
1763836493.947231,80,103.104286
1763836494.065795,81,112.211555
1763836494.176246,82,104.851265
1763836494.286515,83,104.558914
1763836494.390930,84,98.832222
