2025/11/23 00:36:05.194, 0
2025/11/23 00:36:05.301, 0
2025/11/23 00:36:05.404, 0
2025/11/23 00:36:05.506, 0
2025/11/23 00:36:05.609, 0
2025/11/23 00:36:05.712, 0
2025/11/23 00:36:05.814, 0
2025/11/23 00:36:05.917, 0
2025/11/23 00:36:06.020, 0
2025/11/23 00:36:06.124, 0
2025/11/23 00:36:06.226, 0
2025/11/23 00:36:06.329, 0
2025/11/23 00:36:06.432, 0
2025/11/23 00:36:06.536, 0
2025/11/23 00:36:06.638, 0
2025/11/23 00:36:06.741, 0
2025/11/23 00:36:06.844, 0
2025/11/23 00:36:06.946, 0
2025/11/23 00:36:07.049, 0
2025/11/23 00:36:07.152, 0
2025/11/23 00:36:07.256, 0
2025/11/23 00:36:07.358, 0
2025/11/23 00:36:07.461, 0
2025/11/23 00:36:07.564, 0
2025/11/23 00:36:07.668, 0
2025/11/23 00:36:07.772, 0
2025/11/23 00:36:07.874, 0
2025/11/23 00:36:07.977, 0
2025/11/23 00:36:08.080, 0
2025/11/23 00:36:08.182, 3
2025/11/23 00:36:08.285, 0
2025/11/23 00:36:08.388, 2
2025/11/23 00:36:08.491, 0
2025/11/23 00:36:08.596, 1
2025/11/23 00:36:08.698, 0
2025/11/23 00:36:08.801, 0
2025/11/23 00:36:08.904, 0
2025/11/23 00:36:09.006, 0
2025/11/23 00:36:09.109, 0
2025/11/23 00:36:09.212, 0
2025/11/23 00:36:09.314, 0
2025/11/23 00:36:09.417, 0
2025/11/23 00:36:09.520, 0
2025/11/23 00:36:09.623, 0
2025/11/23 00:36:09.725, 0
2025/11/23 00:36:09.828, 0
2025/11/23 00:36:09.932, 0
2025/11/23 00:36:10.034, 0
2025/11/23 00:36:10.137, 0
2025/11/23 00:36:10.240, 0
2025/11/23 00:36:10.343, 0
2025/11/23 00:36:10.445, 0
2025/11/23 00:36:10.548, 0
2025/11/23 00:36:10.652, 0
2025/11/23 00:36:10.754, 0
2025/11/23 00:36:10.857, 0
2025/11/23 00:36:10.960, 0
2025/11/23 00:36:11.062, 0
2025/11/23 00:36:11.165, 0
2025/11/23 00:36:11.268, 0
2025/11/23 00:36:11.372, 0
2025/11/23 00:36:11.474, 0
2025/11/23 00:36:11.577, 0
2025/11/23 00:36:11.679, 0
2025/11/23 00:36:11.782, 0
2025/11/23 00:36:11.884, 0
2025/11/23 00:36:11.987, 0
2025/11/23 00:36:12.089, 0
2025/11/23 00:36:12.191, 0
2025/11/23 00:36:12.295, 0
2025/11/23 00:36:12.398, 0
2025/11/23 00:36:12.500, 0
2025/11/23 00:36:12.603, 0
2025/11/23 00:36:12.704, 0
2025/11/23 00:36:12.805, 0
2025/11/23 00:36:12.906, 0
2025/11/23 00:36:13.007, 0
2025/11/23 00:36:13.108, 0
2025/11/23 00:36:13.209, 0
2025/11/23 00:36:13.310, 0
2025/11/23 00:36:13.411, 0
2025/11/23 00:36:13.512, 0
2025/11/23 00:36:13.613, 10
2025/11/23 00:36:13.716, 11
2025/11/23 00:36:13.819, 7
2025/11/23 00:36:13.922, 10
2025/11/23 00:36:14.025, 14
2025/11/23 00:36:14.128, 13
2025/11/23 00:36:14.230, 17
2025/11/23 00:36:14.333, 9
2025/11/23 00:36:14.437, 8
2025/11/23 00:36:14.539, 14
2025/11/23 00:36:14.642, 16
2025/11/23 00:36:14.744, 13
2025/11/23 00:36:14.847, 6
2025/11/23 00:36:14.949, 11
2025/11/23 00:36:15.051, 14
2025/11/23 00:36:15.154, 6
2025/11/23 00:36:15.256, 11
2025/11/23 00:36:15.359, 15
2025/11/23 00:36:15.461, 6
2025/11/23 00:36:15.564, 7
2025/11/23 00:36:15.666, 13
